from	to	relation
ЖЕЛУДОЧНО-КИШЕЧНЫЕ ЗАБОЛЕВАНИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЖЕНСКАЯ БОЛЕЗНЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЖИЛИЩНО-БЫТОВЫЕ УСЛОВИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЗАБЛУЖДЕНИЕ,ЛОЖНОЕ МНЕНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЗАБОЛЕВАНИЕ ПЕЧЕНИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЗАВИСАНИЕ КОМПЬЮТЕРА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЗАКРЫТЫЙ ПЕРЕЛОМ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЗАПУЩЕННАЯ ФОРМА ЗАБОЛЕВАНИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЗАУРЯДНЫЙ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЗАХЛЕБЫВАНИЕ ДВИГАТЕЛЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЗАЦЕПКА НА ОДЕЖДЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЗЛОУПОТРЕБЛЕНИЕ,ЧРЕЗМЕРНОЕ ПОТРЕБЛЕНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ИЛЛЮЗИЯ,ЖЕЛАЕМОЕ ЗА ДЕЙСТВИТЕЛЬНОЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ИЛЛЮЗИЯ,ОБМАН ЧУВСТВ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ИМПОТЕНЦИЯ (ПОЛОВОЕ БЕССИЛИЕ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ИНВАЛИДНОСТЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ИНФАРКТ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ИНФЕКЦИОННЫЕ И ПАРАЗИТАРНЫЕ БОЛЕЗНИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
КАЧЕСТВЕННЫЙ,ВЫСОКОГО КАЧЕСТВА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
КАЧЕСТВО ИНФОРМАЦИИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
КАЧЕСТВО ПРОДУКЦИИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
КОЖНАЯ БОЛЕЗНЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
КОНДИЦИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
КОНТУЗИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
КРАСОТА,КРАСА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
КРОВОИЗЛИЯНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
КРОВОТЕЧЕНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЛЕГКОЕ РАНЕНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЛУЧЕВАЯ БОЛЕЗНЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
МАТЕРИАЛЬНОЕ ПОЛОЖЕНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
МИРАЖ (ОПТИЧЕСКАЯ ИЛЛЮЗИЯ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
МОЗОЛЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НАПОРОТЬСЯ НА ОСТРОЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НАРУШЕНИЕ ЗРЕНИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НАРУШЕНИЕ ОПОРНО-ДВИГАТЕЛЬНОГО АППАРАТА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НАРУШЕНИЕ СЛУХА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕВРОЛОГИЧЕСКОЕ ЗАБОЛЕВАНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕВЫПОЛНЕНИЕ РОДИТЕЛЬСКИХ ОБЯЗАННОСТЕЙ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕДОРАБОТКА,НЕДОДЕЛКА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕДОРАЗУМЕНИЕ (ОШИБОЧНОЕ,НЕПОЛНОЕ ПОНИМАНИЕ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕДОСМОТР	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕДОСТАТОК,НЕПРАВИЛЬНОСТЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕДОСТОВЕРНОСТЬ ИНФОРМАЦИИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕДОЧЕТ,ПРОБЕЛ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕИНФЕКЦИОННОЕ ЗАБОЛЕВАНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕИСПРАВНОЕ СОСТОЯНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕКОНДИЦИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕПОЛАДКИ В РАБОТЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НЕСОВЕРШЕННЫЙ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НИЗКОКАЧЕСТВЕННЫЙ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НИЗКОСОРТНЫЙ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
НИЩЕТА,КРАЙНЯЯ БЕДНОСТЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОБМОРОЖЕНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОБОРОТНАЯ СТОРОНА МЕДАЛИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОГОВОРКА В РЕЧИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОДУРЕТЬ,ОБАЛДЕТЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОЖОГ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОНКОЛОГИЧЕСКОЕ ЗАБОЛЕВАНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОПЕЧАТКА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОПИСКА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОПТИЧЕСКАЯ ИЛЛЮЗИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОСКОЛОЧНОЕ РАНЕНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОСПИНА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОТКРЫТЫЙ ПЕРЕЛОМ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОТРАВЛЕНИЕ ЯДОВИТЫМ ВЕЩЕСТВОМ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОТСТАВАНИЕ ЧАСОВ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОШИБКА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОШИБКА В ТЕКСТЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ОШИБКА ПРИ ПОДСЧЕТЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПАРАЗИТАРНАЯ БОЛЕЗНЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПАРАЛИЗОВАТЬ,РАЗБИТЬ ПАРАЛИЧОМ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПЕРЕЛОМ КОСТИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПЕРЕОХЛАЖДЕНИЕ ОРГАНИЗМА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПЕРИНАТАЛЬНАЯ ПАТОЛОГИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПЕРХОТЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПИЩЕВОЕ ОТРАВЛЕНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПЛАСТИКА ДВИЖЕНИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОВРЕЖДЕНИЕ (НЕДОСТАТОК)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОВРЕЖДЕНИЕ ЗДОРОВЬЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОВРЕЖДЕНИЕ НА КОЖЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОДРАНИТЬ ЗВЕРЯ,ПТИЦУ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОДСТРЕЛИТЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОЛНОЦЕННЫЙ (ПОЛНОСТЬЮ СООТВЕТСТВУЮЩИЙ ТРЕБОВАНИЯМ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОЛОЖИТЕЛЬНОЕ КАЧЕСТВО	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОМАРКА В ТЕКСТЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОРАНИТЬСЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОРЕЗАТЬ (ПОРАНИТЬ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОРОК (БОЛЬШОЙ НЕДОСТАТОК)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОРОК ОБЩЕСТВА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПОСРЕДСТВЕННЫЙ,СРЕДНИЙ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПРЕМИУМ КЛАСС	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПРОБОИНА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПРОИЗВОДСТВЕННЫЙ БРАК	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПРОЛОМ (ОТВЕРСТИЕ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПРОМАХ,ОПЛОШНОСТЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПРОРЕХА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПРОСТОЙ (НЕ ЛУЧШЕГО КАЧЕСТВА,ГРУБЫЙ ПО ОБРАБОТКЕ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПРОФЕССИОНАЛЬНОЕ ЗАБОЛЕВАНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПРЫЩ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПСИХИЧЕСКОЕ ЗАБОЛЕВАНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ПЬЯНСТВО	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
РАЗДРАЖЕНИЕ НА КОЖЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
РАНА (ТЕЛЕСНОЕ ПОВРЕЖДЕНИЕ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
РАНЕНИЕ,НАНЕСЕНИЕ РАНЫ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
РАССЕЧЬ (ГЛУБОКО ПОРАНИТЬ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
РАССТРОЙСТВО ФУНКЦИИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
СБОЙ В РАБОТЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
СВИЩ (ИЗЪЯН В ВИДЕ СКВАЖИНЫ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
СЕРДЕЧНО-СОСУДИСТЫЕ ЗАБОЛЕВАНИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
СЕРЫЙ (ПОСРЕДСТВЕННЫЙ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
СЛАБЫЙ ПО КАЧЕСТВУ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
СЛОМ,МЕСТО СЛОМА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
СОЦИАЛЬНО-ОПАСНОЕ ЗАБОЛЕВАНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ССАДИНА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
СТОМАТОЛОГИЧЕСКОЕ ЗАБОЛЕВАНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
СТРЕЛКА СПУЩЕННЫХ ПЕТЕЛЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
СТРУПЬЯ НА РАНЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
СУЧОК ДРЕВЕСИНЫ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ТЕЛЕСНОЕ ПОВРЕЖДЕНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ТЕРЯТЬ СОЗНАНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ТЕЧЬ (ДЫРА,ЩЕЛЬ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ТОПОРНО ИЗГОТОВЛЕННЫЙ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ТОШНОТА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ТРАВИТЬСЯ,ОТРАВИТЬ СЕБЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ТРАВМА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ТРАВМАТИЧЕСКАЯ АМПУТАЦИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ТРОМБОЗ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ТЯЖЕЛОЕ РАНЕНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УБЕГАНИЕ ЧАСОВ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УВЕЧЬЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УГОРЕТЬ,ОТРАВИТЬСЯ УГАРОМ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УДАР ЭЛЕКТРОТОКОМ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УКУС,УКУШЕННОЕ МЕСТО	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УПУЩЕНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УРОВЕНЬ БЕДНОСТИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УРОВЕНЬ ЖИЗНИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УСЛОВИЯ ЖИЗНИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УХУДШЕНИЕ САМОЧУВСТВИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УШИБ (МЕСТО)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УЯЗВИМОЕ МЕСТО	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
УЯЗВИМЫЙ (СЛАБЫЙ,ПЛОХОЙ)	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ФАЛЬСТАРТ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ФИЗИЧЕСКИЙ НЕДОСТАТОК	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ФИНАНСОВОЕ БЛАГОПОЛУЧИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ФУНКЦИОНАЛЬНАЯ НЕДОСТАТОЧНОСТЬ ОРГАНА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ХРОМОНОГИЙ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ХРОНИЧЕСКАЯ БОЛЕЗНЬ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЦАРАПИНА НА КОЖЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЦИНГА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЦИСТИТ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЧЕРЕПНО-МОЗГОВАЯ ТРАВМА	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ШИШКА НА ТЕЛЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЩЕРБИНА НА КОЖЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЭКОЛОГИЧЕСКОЕ КАЧЕСТВО ПРОДУКЦИИ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЭНДОКРИННОЕ ЗАБОЛЕВАНИЕ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
ЭРОЗИЯ ЭПИТЕЛИЯ	КАЧЕСТВО (СТЕПЕНЬ ЦЕННОСТИ,ПРИГОДНОСТИ)	ВЫШЕ
КОЛИЧЕСТВО,ВЕЛИЧИНА,ЧИСЛО	КОЛИЧЕСТВО,ВЕЛИЧИНА,ЧИСЛО	ВЫШЕ
АБСОЛЮТНОЕ БОЛЬШИНСТВО	КОЛИЧЕСТВО,ВЕЛИЧИНА,ЧИСЛО	ВЫШЕ
АВАРИЙНОСТЬ (ПОКАЗАТЕЛЬ)	КОЛИЧЕСТВО,ВЕЛИЧИНА,ЧИСЛО	ВЫШЕ
АВИТАМИНОЗ	КОЛИЧЕСТВО,ВЕЛИЧИНА,ЧИСЛО	ВЫШЕ
АВТОМОБИЛЬНАЯ ПРОБКА	КОЛИЧЕСТВО,ВЕЛИЧИНА,ЧИСЛО	ВЫШЕ
АМПЛИТУДА	КОЛИЧЕСТВО,ВЕЛИЧИНА,ЧИСЛО	ВЫШЕ
АРГУМЕНТ ФУНКЦИИ	КОЛИЧЕСТВО,ВЕЛИЧИНА,ЧИСЛО	ВЫШЕ
АРСЕНАЛ (МНОЖЕСТВО ЗАПАСЕННОГО)	КОЛИЧЕСТВО,ВЕЛИЧИНА,ЧИСЛО	ВЫШЕ
АРТЕРИАЛЬНОЕ ДАВЛЕНИЕ	КОЛИЧЕСТВО,ВЕЛИЧИНА,ЧИСЛО	ВЫШЕ
АТМОСФЕРНОЕ ДАВЛЕНИЕ	КОЛИЧЕСТВО,ВЕЛИЧИНА,ЧИСЛО	ВЫШЕ
БАЛАНС (ИТОГОВАЯ СУММА)	КОЛИЧЕСТВО,ВЕЛИЧИНА,ЧИСЛО	ВЫШЕ
